sku,name,category,subcategory,has_image,description_length,issues
04-398-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-422-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-667-14,"Rochester Ochsner Forceps Curved",General Surgery,Hemostatic Forceps,no,39,"no-image; short-desc"
04-444-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-460-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-392-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-608-18,"Kelly-Rankin Haemostatic Forceps",General Surgery,Hemostatic Forceps,no,47,"no-image; short-desc"
04-456-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
04-458-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
04-396-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-420-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-442-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-260-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-334-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,40,"no-image; short-desc"
03-248-00,"Hartmann Ear Specula Set (Fig",ENT,Ear & Nasal Speculums,no,47,"no-image; short-desc"
04-330-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-238-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
04-214-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-258-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-264-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,40,"no-image; short-desc"
04-280-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-288-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
03-368-15,"Micro Forceps",Neurosurgery,Micro Instruments,no,47,"no-image; short-desc"
04-284-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-262-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,40,"no-image; short-desc"
04-232-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-216-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
04-208-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
03-360-15,"Micro Forceps",Neurosurgery,Micro Instruments,no,47,"no-image; short-desc"
03-356-15,"Micro Forceps",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
04-210-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-278-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,40,"no-image; short-desc"
04-236-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
04-212-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-256-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
04-254-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,48,"no-image; short-desc"
02-343-12,"Schuknecht Wire Cutting Scissors",Ophthalmology,Scissors,no,45,"no-image; short-desc"
02-282-45,"Coronary Scissors",Ophthalmology,Scissors,no,46,"no-image; short-desc"
02-282-25,"Coronary Scissors",Ophthalmology,Scissors,no,46,"no-image; short-desc"
02-286-60,"Coronary Scissors",Ophthalmology,Scissors,no,45,"no-image; short-desc"
02-282-60,"Coronary Scissors",Ophthalmology,Scissors,no,46,"no-image; short-desc"
02-404-15,"Micro Scissors",Neurosurgery,Micro Instruments,no,49,"no-image; short-desc"
02-286-25,"Coronary Scissors",Ophthalmology,Scissors,no,45,"no-image; short-desc"
19-178-26,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
02-286-45,"Coronary Scissors",Ophthalmology,Scissors,no,45,"no-image; short-desc"
19-178-28,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
02-286-90,"Coronary Scissors",Ophthalmology,Scissors,no,45,"no-image; short-desc"
02-282-90,"Coronary Scissors",Ophthalmology,Scissors,no,46,"no-image; short-desc"
19-178-30,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
02-584-25,"DeBakey Angled Scissors",General Surgery,Tissue Forceps,no,41,"no-image; short-desc"
19-178-32,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
02-151-20,"Metzenbaum Scissors",General Surgery,Scissors,no,43,"no-image; short-desc"
02-131-14,"Metzenbaum-Fino Scissor  Sharp point",General Surgery,Scissors,no,43,"no-image; short-desc"
15-479-06,"Kerrison Laminectomy Punch",Surgical,Neurosurgery.Laminectomy,no,116,"no-image; generic-category"
19-178-34,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-36,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-38,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-40,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-42,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-46,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-48,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-50,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-52,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-54,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-56,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-58,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-178-60,"Guyon Urethral bougies and dilating sounds",Surgical,Liver.GallBladde.KidneyandUrology,no,114,"no-image; generic-category"
19-180-09,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,61,"no-image; generic-category"
19-180-10,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-11,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-12,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-13,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-14,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-15,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-16,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-17,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-18,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-19,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-20,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-21,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-22,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-23,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-24,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-25,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-26,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-27,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-28,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-29,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-180-30,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,62,"no-image; generic-category"
19-181-09,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,71,"no-image; generic-category"
19-181-10,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-11,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-12,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-13,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-14,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-15,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-16,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-17,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-18,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-19,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-20,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-21,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-22,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-23,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-24,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-25,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-26,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-27,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-28,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-29,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-181-30,"Dittel Urethral bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,72,"no-image; generic-category"
19-182-09,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,66,"no-image; generic-category"
19-182-10,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-11,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-12,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-13,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-14,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-15,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-16,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-17,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-18,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-19,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-20,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-21,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-22,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-23,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-24,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-25,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-26,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-27,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-28,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-29,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
19-182-30,"Dittel Metall bougies and dilating sound",Surgical,Liver.GallBladde.KidneyandUrology,no,67,"no-image; generic-category"
13-118-90,"Hard Drill",Uncategorized,General,yes,6,"no-desc; uncategorized"
13-392-01,"Volkmann Bone Curette",General Surgery,Retractors,no,42,"no-image; short-desc"
15-479-02,"Kerrison Laminectomy Punch",Surgical,Neurosurgery.Laminectomy,no,116,"no-image; generic-category"
14-282-17,"Dardik Multi Purpose Vascular Clamp",Surgical,CardiovascularSurgery,no,52,"no-image; generic-category"
14-317-19,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,no,59,"no-image; generic-category"
14-317-25,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,no,57,"no-image; generic-category"
14-317-29,"DeBakey Vascular Forceps",Surgical,CardiovascularSurgery,no,59,"no-image; generic-category"
20-497-29,"Rheinstadter Flushing Curette",Surgical,Gynecology,no,64,"no-image; generic-category"
20-497-30,"Rheinstadter Flushing Curette",Surgical,Gynecology,no,63,"no-image; generic-category"
20-505-02,"Thomas Uterine Curette",Orthopedic,Bone Curettes,no,44,"no-image; short-desc"
20-505-03,"Thomas Uterine Curette",Orthopedic,Bone Curettes,no,44,"no-image; short-desc"
20-505-04,"Thomas Uterine Curette",Orthopedic,Bone Curettes,no,44,"no-image; short-desc"
20-505-05,"Thomas Uterine Curette",Orthopedic,Bone Curettes,no,44,"no-image; short-desc"
20-505-06,"Thomas Uterine Curette",Orthopedic,Bone Curettes,no,44,"no-image; short-desc"
28-418-55,"Bedpan",Surgical,Holloware,no,66,"no-image; generic-category"
15-666-48,"Blade for Scoville-Haverfield Retractor 4-prongs",Surgical,Neurosurgery.Laminectomy,no,63,"no-image; generic-category"
15-666-63,"Blade for Scoville-Haverfield Retractor 4-prongs",Surgical,Neurosurgery.Laminectomy,no,63,"no-image; generic-category"
15-666-66,"Blade for Scoville-Haverfield Retractor 4-prongs",Surgical,Neurosurgery.Laminectomy,no,63,"no-image; generic-category"
15-666-82,"Blade for Scoville-Haverfield Retractor 4-prongs",Surgical,Neurosurgery.Laminectomy,no,63,"no-image; generic-category"
